1232;Van Gompel;1053
1237;Daoudi;1052
1237;Depraetere;1052
1237;Geirnaert;1052
1237;Mathys;1052
1237;Raymaekers;1052
1242;Sylla;1051
1243;Himpe;1049
1243;Vanderveken;1049
1243;Verbrugge;1049
1246;Bruno;1048
1246;Bury;1048
1246;Jorissen;1048
1249;Apers;1047
1249;Vossen;1047
1251;Mohammad;1046
1251;Opsomer;1046
1253;Meurisse;1045
1254;Stragier;1044
1255;Blaise;1043
1255;Cnudde;1043
1255;Daemen;1043
1255;Mary;1043
1255;Mols;1043
1260;De Donder;1042
1260;Meuris;1042
1260;Van der Heyden;1042
1260;Wathelet;1042
1264;Saerens;1041
1265;Sneyers;1040
1265;Tran;1040
1267;Steurs;1039
1268;Van Belleghem;1038
1269;Baudoux;1037
1269;Limbourg;1037
1271;Mortelmans;1036
1271;Van de Perre;1036
1273;Crabbé;1035
1274;Dumon;1034
1275;Vancoppenolle;1033
1276;Jadoul;1032
1277;Docquier;1031
1278;Delanghe;1030
1278;Vandyck;1030
1280;Castermans;1027
1281;Lannoy;1026
1282;Lenaers;1025
1282;Vandezande;1025
1284;Roos;1024
1284;Van den Steen;1024
1286;Brosens;1023
1286;Dessart;1023
1288;Van Mieghem;1022
1288;Verstraelen;1022
1290;Leenders;1021
1290;Schmidt;1021
1292;Buyck;1018
1292;Denolf;1018
